path,dialect_region,sentence,ipa_reference,ipa_audio,ipa_swiss_whisper
0bda2f56-850b-4930-9370-89ba5bb5e80a/ab4059c5bae63f0779206b25d33c88bb6a0020037955142e7dc94ad956be7492.mp3,Ostschweiz,"Man kann feststellen, dass sich die Altstadt verändert hat.",man kan fɛstʃtɛlən das zɪç di altstat fɛɾɛndɜt hat,mɛrə fɪl ʃtɛnən dɛs ɪçt ɑl ʃlɑt fɔɾ aɪndɾə tɛt,man kan fɛstʃtɛlən das zɪç di alstat fɛɾɛndɜt hat
a677eda9-7709-4c9d-8656-e7b665140f3b/f645b29f59c2bce4fdba57a6d9516005887370f80d2bcdd1e969a3d6910aee26.mp3,Ostschweiz,Das Empfinden hat sich massgeblich aber mit der Aufklärung verändert.,das ɛmpfɪndən hat zɪç masɡeplɪç ɑbɜ mɪt dɛɾ aʊfklɛrʊŋ fɛɾɛndɜt,zem findɛ haɪn zɪç maɾst geblɪç aɪbɛɾmɪt dɛɾ uf klaɪrɪg fɛɾɛndɾɛt,das ɛmpfɪndən hat zɪç masɡeplɪç ɑbɜ mɪt dɛɾ aʊfklɛrʊŋ fɛɾɛndɜt
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/7f5372120c93524a1e2a24bc7395b3bc7036f740ed8b43dc95a0457fd9c62a84.mp3,Ostschweiz,Und schliesslich konnte ich mich da nur zum Affen machen.,ʊnt ʃlislɪç kɔntə ɪç mɪç dɑ nuɾ tsʊm afən maxən,on tʃlɛslɪç hanɪ mɪç dɑɾ nɔx aɪnɛ tsʊmɑfmaxə,ʊnt ʃlislɪç kɔntə ɪç mɪç hiɾ nuɾ tsʊm afən maxən
831d404d-b189-42b6-8120-073c1f8af73c/ceb7c910da5ee5e50b5ffd6c3b2923a79f4dd464e772545b0e0e60669450d89f.mp3,Ostschweiz,Die Reise nach Strassburg erfolgte auf Einladung des Museums für Kommunikation.,di raɪzə nɑx ʃtɾasbʊɐk ɛɾfɔlktə aʊf aɪnlɑdʊŋ dɛs muzeʊms fyɾ kɔmunikatsjon,gɪɾaɪz nɔx ʃtɾɑsbɔk ɛɾfɔlkt ɔfilɑtɪt fɔ mʊzɛʊm fɔɾ kɔmənɪk kɑtsiɔm,di raɪzə nɑx ʃtɾasbʊɐk ɛɾfɔlkt aʊf aɪnlɑdʊŋ dɛs muzeʊms fyɾ kɔmunikatsjon
248e0121-1803-4980-a746-17ffbd799791/71808b1ecd186c9c9125fc1152b3eb950a55248ed00568b58402dd636bdec791.mp3,Ostschweiz,Sonst allerdings ist so ziemlich alles neu am Mini-Mercedes.,zɔnst alɜdɪŋs ɪst zo tsimlɪç aləs nɔø am minimɛɾkedəs,tsøʃɛpɑ ɪnʃ ɑlɑdɪŋs tso tsɪmlɪç ɑlɛs nɔøɛ mɪnɪmɛrtsɛgɪs,zɔnst ɑbɜ ɪst alɜdɪŋs zo tsimlɪç aləs nɔø an maɪnɜ mɛɾkedəs
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/f4efe281ca6d65f9f07d2d4ccb25b7f538ddc472bf749a614f1aff3b0285397f.mp3,Ostschweiz,Wie sollen sie besteuert werden?,vi zɔlən zi bəʃtɔøɜt vɛɾdən,mi zɛlɛtsi bɪʃtirt vɛɾdə,vi zɔlən zi bəʃtɔøɜt vɛɾdən
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/9c43f8043935eb73f4149dd06bb852f63f0a188f6d122f57c2a173c5d1b45661.mp3,Ostschweiz,Die Aufnahmehoheit liegt alleine bei den Institutionen.,di aʊfnɑmeoaɪt likt alaɪnə baɪ den ɪnstitutsjonən,dʊfnɑmə hohɑid ʒəlaɪbɪ den ʃtɪtutsɪonə,di aʊfnɑmeoaɪt ɪst alaɪn baɪ den ɪnstitutsjonən
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/a0fc4b50d22acfc3503bde98d571ad57e15cc326586b2a5bb098665af4e970d8.mp3,Ostschweiz,Per Handzeichen stimmten die Delegierten nun für den neuen Namen.,pɛɾ hanttsaɪçən ʃtɪmtən di deleɡiɾtən nun fyɾ den nɔøən nɑmən,pɛɾhɑnt tsaɪçə hɛntə dɛlɪgiɾtə ɛtst fyɾ den ɔønɑmən apgstʊmə,pɛɾ hanttsaɪçən hɑbən di deleɡiɾtən nun fyɾ den nɔøən nɑmən apɡəʃtɪmt
7f4b1ca8-c652-4056-96fb-f02e82182574/9a557cf17eacb6c89ab4cbf24cef051389b202cba2b37dfbfceef857a297291d.mp3,Ostschweiz,Sie wurden von der Menge lautstark begrüsst.,zi vʊɐdən fɔn dɛɾ mɛŋə laʊtstaɾk bəɡɾʏst,ɪzɪnt fɔtə mɛŋə lutʃtaɾçtə gɾøst vɔɾdə,zi vʊɐdən fɔn dɛɾ mɛŋə laʊtstaɾk bəɡɾʏst
248e0121-1803-4980-a746-17ffbd799791/66349ec81883c97791251c8693bd7ecd50144a5b30cff3d2650f2e1a5521f135.mp3,Ostschweiz,Die Ausgaben verringern oder die Einnahmen erhöhen.,di aʊsɡɑbən fɛɾrɪŋɜn odɜ di aɪnnɑmən ɛɾhøən,dus gaɪpə fɛrɪŋərə ʊtɪnɑmənə hør,di aʊsɡɑbən fɛɾrɪŋɜn odɜ di aɪnnɑmən ɛɾhøən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/ff99700ee428b9269757b60ad745aba5c640974f4747b6696acd2f82e960f188.mp3,Ostschweiz,Die beste Reaktion auf seinen Brief dürfte Gelassenheit sein.,di bɛstə reaktsjon aʊf zaɪnən bɾif dʏɾftə ɡəlasənhaɪt zaɪn,debɛstɾiɛktsion aʊf zɪmbrif dʊfti glaʃəhaɪtzɪ,di bɛstə reaktsjon aʊf zaɪnən bɾif dʏɾftə ɡəlasənhaɪt zaɪn
0bda2f56-850b-4930-9370-89ba5bb5e80a/420356fc6d11dde6a3fc85769280e0a9eca319e26ced859de76dadedc7d94abf.mp3,Ostschweiz,Und das Postulat ist unsere Antwort.,ʊnt das pɔstulɑt ɪst ʊnzrə antvɔɾt,ʊnt dɛɾzpaʊʃtə lɑt ɪnz yzɪ amtɔt,ʊnt das pɔstulɑt ɪst ʊnzrə antvɔɾt
7f4b1ca8-c652-4056-96fb-f02e82182574/a67820ac3b51daf65798567d6942bba85902f90611f91dd81e41cf0166321c9c.mp3,Ostschweiz,Da gibt es viel zu erzählen.,dɑ ɡipt ɛs fil tsu ɛɾtsɛlən,dɑk ɪtsfil tsvɔtsɛldə,dɑ ɡipt ɛs filəs tsu ɛɾtsɛlən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/a03a356a6c414bf58056b2b770102b48f0c5b32f5685a7a36ca632a6449c71cb.mp3,Ostschweiz,Die Passagiere hätten keine ernsten Verletzungen erlitten.,di pasaʒirə hɛtən kaɪnə ɛɾnstən fɛɾlɛtsʊŋən ɛɾlɪtən,tsɛt pɑsɑʃi hitət kɾaɪ ɛmʃtɑf di fylɛtsɪgə ɛɾlitə,di bɑzəlskiɾ hɛtən kaɪnə ɛɾnstaftə fɛɾlɛtsʊŋən ɛɾlɪtən
248e0121-1803-4980-a746-17ffbd799791/3ee34461d08c549a9823006bbf1bb3ff38880efc1a477c8cdda370a02b3831dc.mp3,Ostschweiz,Einigkeit ist das Wort der Stunde.,aɪnɪɡkaɪt ɪst das vɔɾt dɛɾ ʃtʊndə,aɪnɪ kɾaɪt ɪs vɔɾt fɔt ɛɾ ʃtʊnd,aɪnɪɡkaɪt ɪst das vɔɾt dɛɾ ʃtʊndə
684dd9cf-2844-407b-9a7f-12e7b559773f/aa0283a9c8232efaa716e9d3c1182a92f3110331d6aa3034fbdf03fea2c5265c.mp3,Ostschweiz,Sie ist die nun von der Mündung am weitesten entfernte Quelle.,zi ɪst di nun fɔn dɛɾ mʏndʊŋ am vaɪtəstən ɛntfɛɾntə kvɛlə,ɪs ɪstin ovɔ demyndɪg anvitɪʃtɛnt fɛɾantɪk vɛlə,zi ɪst di nuɾ fɔn den mʏndɪɡən am vaɪtəstən ɛntfɛɾntə kvɛlə
831d404d-b189-42b6-8120-073c1f8af73c/5ac0791fe2c8310b46488d6131f1e55002fd05b2236a33c83154259b7f6b089c.mp3,Ostschweiz,Details zu deren Identität gab es zunächst nicht.,detaɪs tsu derən idɛntitɛt ɡɑp ɛs tsunɛçst nɪçt,detaɪts odɛr ɪndən di dɛtaɪts bɪzɛts nøt ge,detaɪ tsu dizɜ idɛntitɛt ɡɑp ɛs bɪs jɛtst nɪçt
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/7e3aba63e3d13e95e576a5c3a7ff3c098ad88aecf020366dd81130475c091baf.mp3,Ostschweiz,Und deshalb ist Besorgnis durchaus am Platz.,ʊnt dɛshalp ɪst bəzɔɾɡnɪs dʊɐçaʊs am plats,ɔn trɔm kɑmə zɪç vøkəlɪç zɑgə maxə,ʊnt dɛshalp kan man zɪç vɪɾklɪç zɔɾɡən maxən
937d2af6-fc16-47b1-a53b-4dee4accc211/87e420a31ea0efece6052562bdfc7c293c0eccaaf123fbecff414ef99c66894c.mp3,Ostschweiz,Das geht jeden einzelnen Tag so.,das ɡet jedən aɪntsɛlnən tɑk zo,tɐ koɔt kiɛtɛ ɐntsɪltɐkɐ zo,dis ɡet jedən aɪntsɛlnən tɑk zo
a677eda9-7709-4c9d-8656-e7b665140f3b/ee34c067fad42d9bfecd4cfd3b11f00b14ff883ea6d6378cb253cada84f2aaae.mp3,Ostschweiz,"Der Kürzungsantrag wurde mit 5 zu 2 bei 7 Anwesenden, gutgeheissen.",dɛɾ kʏɾtsʊŋsantɾɑk vʊɐdə mɪt fʏnf tsu tsvaɪ baɪ zibən anvezəndən ɡʊtɡeaɪsən,ɪnə kyɾtsɪg sɑtɾɑk ɪn mi tsu tsvaɪ bi zibɛɾ avezəndə guɾt kaɪsəvɔɾdən,dɛɾ kʏɾtsʊŋsantɾɑk vʊɐdə mɪt fʏnf tsu tsvaɪ baɪ zibən anvezəndən ɡut ɡəhaɪsən
72911186-8b0e-4c0b-af3d-4d8765072930/348bb97c484320889cb9b637ca455177f87c36c93dad8ab1ab7ffb8f2f11fb6c.mp3,Ostschweiz,Dieses Design kommt ganz klar aus Rüsselsheim.,dizəs dɪzaɪn kɔmt ɡants klɑɾ aʊs rʏsəlshaɪm,das di zaɪn ɦʊnt gants klɑr osrøsən zaɪn,das dɪzaɪn kɔmt ɡants klɑɾ aʊs rʏsəlshaɪm
937d2af6-fc16-47b1-a53b-4dee4accc211/63800b5efe3849cbfe7bb54ed198d9416243ee0acfc6ced5b1d6dcfe39dc7bf9.mp3,Ostschweiz,Der Stadtrat ist sich der Pflicht bewusst.,dɛɾ ʃtatɾɑt ɪst zɪç dɛɾ pflɪçt bəvʊst,ɛs statɾɑt ɪs ɪçtə pflikt bɪvʊst,dɛɾ ʃtatɾɑt ɪst zɪç dɛɾ pflɪçt bəvʊst
684dd9cf-2844-407b-9a7f-12e7b559773f/fba63fadd61409a1ab8d386bdb2160804012ef97990fee90d824041f13fc8052.mp3,Ostschweiz,Die SVP wird die fünf Teilrückweisungsanträge integral zurückweisen.,di ɛsfaʊpe vɪɾt di fʏnf taɪlrʏkvaɪzʊŋsantɾɛɡə ɪntɛɡɾɑl tsurʏkvaɪzən,dɛs fɑpɪ virət di vyf dɛrəkəvisɪks atɛk ɪntɛrɑl tsʊkvizə,di ɛsfaʊpe vɪɾt di fʏnf taɪlrʏkvaɪzʊŋsantɾɛɡə ɪntɛɡɾɑl tsurʏkvaɪzən
937d2af6-fc16-47b1-a53b-4dee4accc211/38900d5419178925ae1446fa66cc28c64cb52122ec4df7242e581de974fbddd1.mp3,Ostschweiz,Aber er war nicht billig!,ɑbɜ ɛɾ vɑɾ nɪçt bɪlɪç,aɾbɑ ɛɾ ɪʃ nøt bilɪç gsi,ɑbɜ ɛɾ vɑɾ nɪçt bɪlɪç
684dd9cf-2844-407b-9a7f-12e7b559773f/fa361d9e8c825ddea75f7fc04c802d057bdce09e03c1c577a9d800f6cb1f6d85.mp3,Ostschweiz,Das Bundesgericht hat dem Betroffenen Recht gegeben.,das bʊndəsɡerɪçt hat dem bətɾɔfənən rɛçt ɡəɡebən,tspʊndəs gɪçt hɛtən bətɾɔfənəvɛxt gɛl,das bʊndəsɡerɪçt hat den bətɾɔfənən rɛçt ɡəɡebən
937d2af6-fc16-47b1-a53b-4dee4accc211/4a8b24fb18835f5e807b77f7b1637972b51a958c541d2044e7d8c0f5fd612245.mp3,Ostschweiz,Man muss da auf beiden Seiten ehrlich sein.,man mʊs dɑ aʊf baɪdən zaɪtən eɾlɪç zaɪn,mɛ muɛs dɑl ʊfpaɪt dezid tə eɪɑlɪx zi,man mʊs hiɾ aʊf baɪdən zaɪtən eɾlɪç zaɪn
7f4b1ca8-c652-4056-96fb-f02e82182574/9bd34bb7b4ab4f08bbf737a9b5f064f8762b724662b0dd0b3242c4c233b605e6.mp3,Ostschweiz,Er braucht zwingend alte Bäume oder Grossgrün für die Nahrungssuche.,ɛɾ bɾaʊxt tsvɪŋənt altə bɔømə odɜ ɡɾɔsɡɾyn fyɾ di nɑrʊŋsuxə,ɛɾ bɾɔxt tsvɪŋən ɛltɪ bɔøm ɔdɔ gɾosgrørɛ fyɾ nɑrɪgɛsuɾkɪ,ɛɾ bɾaʊxt tsvɪŋənt altə bɔømə odɜ ɡɾɔsɡɾynən fyɾ di nɑrʊŋsuxə
a677eda9-7709-4c9d-8656-e7b665140f3b/e2dc39de4ef1c85fdc4e5453da9ca0a8e01400f81ca684aa30336003709bcf58.mp3,Ostschweiz,Die Erfahrung lehrt es dich.,di ɛɾfɑrʊŋ leɾt ɛs dɪç,dɛɾ vɑrɪkleɾt dix,di ɛɾfɑrʊŋ leɾt ɛs dɪç
7f4b1ca8-c652-4056-96fb-f02e82182574/419a4eaafae833e1e3aa67d31dc8aae58f14d18f78459f241174eb41f28a7b0f.mp3,Ostschweiz,Ist das auch eines Ihrer Motive?,ɪst das aʊx aɪnəs irɜ motivə,ɪʃt ɛs auaɪs fɔɾ iɾnəmɔtif,ɪst das aʊx aɪnəs irɜ motivə
684dd9cf-2844-407b-9a7f-12e7b559773f/be1045e67ba4b91c37c2d0dd93257c248a3cf582aece37e0e9593ccd76e5f5fd.mp3,Ostschweiz,"Es ist Tatsache, dass sich das Wohnen im Alter verändern wird.",ɛsɪst tatzaxə das zɪç das vonən ɪm altɜ fɛɾɛndɜn vɪɾt,ɛs ɪstɑtsɑxt das zɪç zoɾnɪm altɛ fɛrɛndərə viɾt,ɛsɪst tatzaxə das zɪç das vonən ɪm altɜ fɛɾɛndɜn vɪɾt
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/e9f4b2b8869d48854d0a0341c6d69dd13661b2a8079bfe0672f46aa98b4532f5.mp3,Ostschweiz,Hier geht es um Postitionen von Fr. 1'000.00.,hiɾ ɡet ɛs ʊm pɔstitsjonən fɔn ɛfɛɾ aɪns nʊlnʊl nʊl nʊl nʊl,dɑgɑts ʊmpɔzitsione fɔdɔzɪk frɛŋkɛ,hiɾ ɡet ɛs ʊm pozitsjonən fɔn aɪn taʊzənt fraŋkən
72911186-8b0e-4c0b-af3d-4d8765072930/ae3c567cbf43f979939e02130c2aacbbad92a1fb738a6d6f9ff4d794debf73a3.mp3,Ostschweiz,Wir rügen aber die leichtfertige Budgetierung.,viɾ ryɡən ɑbɜ di laɪçtfɛɾtɪɡə bʊdɡetirʊŋ,merə rørkət ɑbɑl diɾ lirf kɑtik bɛtʃət diɾrɪk,viɾ ryɡən ɑbɜ di laɪçtfɛɾtɪɡə bʊdɡetirʊŋ
937d2af6-fc16-47b1-a53b-4dee4accc211/583ea2958d031d94a715838d3b1741b047ceae3c035c24e1e1a40ed2f1c4a689.mp3,Ostschweiz,Dabei sind diese Touren schön.,dɑbaɪ zɪnt dizə turən ʃøn,tɛ pis ɛntɪɛturɛʃøn,dɑbaɪ zɪnt dizə turən ʃøn
72911186-8b0e-4c0b-af3d-4d8765072930/972ae054de72ec76c6c19e6c45c0d8eaad7879dc61ce75d9512fd0b90e14d41e.mp3,Ostschweiz,Er identifiziert sich mit seinem Arbeitgeber.,ɛɾ idəntifitsiɾt zɪç mɪt zaɪnəm aɾbaɪtɡebɜ,ɛr idɛntɪfɪtsiɾt ziɾt mit zim aɾbɛk gebɜ,ɛɾ idəntifitsiɾt zɪç mɪt zaɪnəm aɾbaɪtɡebɜ
0bda2f56-850b-4930-9370-89ba5bb5e80a/d077ae851a7712a48d747bc722773fdf559992d465f2ea0fd298e81d7df1e496.mp3,Ostschweiz,Aber dann kommt die Problematik.,ɑbɜ dan kɔmt di pɾoblemɑtik,aɪbɛ dɛn kʊnt ti pɔbɛmatɪç,ɑbɜ dan kɔmt dizə pɾoblemɑtik
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/8858e1e022e5182115397df43e12e262d2db679a849883f58a642db910959dff.mp3,Ostschweiz,Die Finanzkommission ist für das Eintreten zum Budget 2019.,di finantskɔmɪsjon ɪst fyɾ das aɪntɾetən tsʊm bʊdɡət tsvaɪ taʊzənt nɔøntsen,fɪnɑns kɔmɪson ɪn fɛrsidɾɛtɛ tsʊm bytʃʃɛt tsaɪt dʊsɪgnʏntsɛ,di fi ko ɪst fyɾ das aɪntɾetən tsʊm bʊdɡət tsvaɪ taʊzənt nɔøntsen
72911186-8b0e-4c0b-af3d-4d8765072930/badf13dc1503d4eb5068144bb90fb61f305ec2e41f520b494a0617a0196cc3b7.mp3,Ostschweiz,Die Probleme des Landes jedoch werden dadurch nicht behoben.,di pɾoblemə dɛs landəs jedɔx vɛɾdən dɑdʊɐç nɪçt bəhobən,pɔplem fɔn nand wɛɾdɪt diɾ dɛɾ dɛɾ dɔɾ de de duɾ de de de duɾ de bəhɔpə,pɾoblemə dɛs landəs vɛɾdən jedɔx nɪçt bəhobən
a677eda9-7709-4c9d-8656-e7b665140f3b/ec42201cfa43fc397e972a2614007f5099e3dd76e7f1051f19528cd6ba635ee5.mp3,Ostschweiz,"Trotzdem finde ich es falsch, wenn diese Passage hinzugefügt wird.",tɾɔtsdem fɪndə ɪç ɛs falʃ vɛn dizə pasɑʒə hɪntsuɡəfykt vɪɾt,dɾɑts dem flint diz faɪlʃ vɛn di pasɑʃ tsʊɐgfyɾkt viɾt,tɾɔtsdem fɪndə ɪç ɛs falʃ vɛn dizə pasɑʒə tsuɡefykt vɪɾt
0bda2f56-850b-4930-9370-89ba5bb5e80a/d8fef1fafbdea3ffb1dff93282bfafa761bcb46e847082f4047cfad621a6cdd3.mp3,Ostschweiz,Damit können Sie die Welt verändern.,dɑmɪt kœnən zi di vɛlt fɛɾɛndɜn,mik kɾont zit vɛlt vɛndərə,dɑmɪt kœnən zi di vɛlt fɛɾɛndɜn
72911186-8b0e-4c0b-af3d-4d8765072930/aaedabe5df2bc8ccc5c320b4425b589078208dac641ceba56397145ed6eb46c3.mp3,Ostschweiz,Doch diese Änderungen mussten nicht mehr gesondert genehmigt werden.,dɔx dizə ɛndərʊŋən mʊstən nɪçt meɾ ɡəzɔndɜt ɡənemɪçt vɛɾdən,dɒxt jɛndɯɾgɛm mønt nømɛksandɾɑd akŋemɪkt beɦdæn,dɔx dizə ɛndərʊŋən mʏsən nɪçt meɾ ɡəzɔndɜt anɡənemɪçt vɛɾdən
0bda2f56-850b-4930-9370-89ba5bb5e80a/39665d037ea9df148b385c72977d553ca761ecb5467614702c5549fa208a70bb.mp3,Ostschweiz,Das Bundesamt für Gesundheit kontrolliert die Finanzen der Versicherungen regelmässig.,das bʊndəsamt fyɾ ɡəzʊnthaɪt kɔntɾɔliɾt di finantsən dɛɾ fɛɾzɪçərʊŋən reɡəlmɛsɪç,ɪnə zɑmp fɔɾksɔndɑlt kɾɑmtoliɾt di vɪnantɛ fɛɾ di fɛɾ zɛxɾɪgɛɾ ɾɛgəmesɪk,das bʊndəsamt fyɾ ɡəzʊnthaɪt kɔntɾɔliɾt di finantsən fyɾ fɛɾzɪçərʊŋən reɡəlmɛsɪç
72911186-8b0e-4c0b-af3d-4d8765072930/bb06e233d2bb1c95d1a1a746edcc33a3cd2ea33f7ea6568dddccab1881a7b9bc.mp3,Ostschweiz,Die Genfer Forscher selber werden ihre Studie jedenfalls weiterführen.,di ɡɛnfɜ fɔɾʃɜ zɛlbɜ vɛɾdən irə ʃtudɪə jedənfals vaɪtɜfyrən,kɛm fɔɾ ʃɔs zɛlbɔ vɛɾdət iɾn ʃtuvɪɾiɾ dɛɾ fas vit tɛfɪɾvɛ,di ɡɛnfɜfɔɾʃɜ zɛlbɜ vɛɾdən irə ʃtudɪə jedənfals vaɪtɜfyrən
7f4b1ca8-c652-4056-96fb-f02e82182574/cadc539272cd618ce67be558728497dd42817167dbc309a97741f70d71bbd66a.mp3,Ostschweiz,Die Niederlage der Vereinigten Staaten wird kommen!,di nidɜlɑɡə dɛɾ fɛɾaɪnɪɡtən ʃtɑtən vɪɾt kɔmən,dnɪtɛɾlak fɔɾ də vɔraɪnɪkdə ʃtɑtən viɾ tɪko,di nidɜlɑɡə dɛɾ fɛɾaɪnɪɡtən ʃtɑtən vɪɾt kɔmən
831d404d-b189-42b6-8120-073c1f8af73c/a1f81ed0a14f0e5d934a9bb91454ec5ccf6e42d902270f5b7ab8e66976af3f64.mp3,Ostschweiz,Die Eigentümer ziehen hoffentlich im Laufe der Zeit mit.,di aɪɡəntymɜ tsiən hɔfəntlɪç ɪm laʊfə dɛɾ tsaɪt mɪt,aɪgə dømmɔm ziən tɾɔfəntl ɪm laʊf foɾ tzit mit,di aɪɡəntymɜ tsiən hɔfəntlɪç ɪm laʊfə dɛɾ tsaɪt mɪt
937d2af6-fc16-47b1-a53b-4dee4accc211/9338fa3d67cf9f10a49c6a5a709a3418c3d88b97d2503be55398a1a642a827ae.mp3,Ostschweiz,Über die drohenden Abschreibungen war bereits spekuliert worden.,ybɜ di dɾoəndən apʃraɪbʊŋən vɑɾ bəraɪts ʃpekuliɾt vɔɾdən,ybɜ di dɾoɾən dɛɾ apʃribɪgə ɪs bəraɪts spɛkɾuliɾt vɔdən,ybɜ di dɾoəndən apʃraɪbʊŋən vʊɐdə bəraɪts ʃpekuliɾt
0bda2f56-850b-4930-9370-89ba5bb5e80a/44cf5a6d97daf54538eebf7eeb20eeb1b5e62e31431717babb933b82125c9411.mp3,Ostschweiz,Von einem EM-Boom will man jedoch nichts wissen.,fɔn aɪnəm eɛm(en)bum(de) vɪl man jedɔx nɪçts vɪsən,fɔrmɪnɛ veɪɛnbum velmɪlmɪlɪɾaɪɔne mengmaɪd de dɑç nɪnt vɪsɛ,fɔɾ aləm aɪnən veɛm(en)bum(de) vaɪl viɾ jɑ nɪçts vɪsən
0bda2f56-850b-4930-9370-89ba5bb5e80a/c4ded4d7017356d38098aabc48c60045081176a915a86653e810f64241c54e47.mp3,Ostschweiz,Polens Präsident bestätigte dagegen den Zwischenfall.,poləns pɾɛzidɛnt bəʃtɛtɪçtə daɡeɡən den tsvɪʃənfal,poləs pɾɛzdɛnt ʃtɛɾtɪçtɛkakaka dɛ tsyʃə fal,poləs pɾɛzidɛnt bəʃtɛtɪçt daɡeɡən den tsvɪʃənfal
72911186-8b0e-4c0b-af3d-4d8765072930/56183eee4ce5d9f495b5064d1918a5b606a597ee8fd99fbc570a6162f0c09172.mp3,Ostschweiz,Das kann ich mir nicht vorstellen.,das kan ɪç miɾ nɪçt foɾʃtɛlən,daɪs ʃɑnɪm eɾnəp foɾʃtɛlə,das kan ɪç miɾ jɑ nɪçt foɾʃtɛlən
7434adf8-538b-48d6-8bab-c1af135ce063/8ee9498b2123f51d3e293620342720efa647c815f7502ee86ac705784a6cfe81.mp3,Ostschweiz,Kommissionssprecher ist Alois Debrunner.,kɔmɪsɪonspɾɛçɜ ɪst ɑloɪs dɛbɾʊnɜ,kɔmɪs jʊtʃpɾɛxɪɾ ɪtʃtə alʊɪs debɾʊn,kɔmɪsɪonspɾɛçɜ ɪst ɑloɪs dɛbɾʊnɜ
72911186-8b0e-4c0b-af3d-4d8765072930/92cae8eb51e67b38ed4b365ded9b5bbba81ff6f81291d78f6aae783ad310a224.mp3,Ostschweiz,Diese zahlen 49 Franken pro Monat.,dizə tsɑlən nɔøn ʊntfɪɾtsɪç fraŋkən pɾo monɑt,diɾ tsaret nenə fiɾtkfaɪn kəpɾɔmɔnat,dizə tsɑlən nɔøn ʊntfɪɾtsɪç fraŋkən pɾo monɑt
831d404d-b189-42b6-8120-073c1f8af73c/d040aec01ab28c248a738c9357ffeee30cde16094484da707068bd9b2cc7349a.mp3,Ostschweiz,In der Champions League traf der 26-Jährige dreimal.,ɪn dɛɾ ʃampjons leak tɾɑf dɛɾ zɛks ʊnttsvantsɪɡjɛrɪɡə dɾaɪmɑl,aɪdə dʒɛmpɪns lik hɛdə zɛrsɪtsvɑns kʃœɾɪk dømɑl dɾɔfə,ɪn dɛɾ ʃampjons leak tɾɑf aɪn zɛks ʊnttsvantsɪɡjɛrɪɡɜ dɾaɪmɑl
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/9f3827b9c31a1d30cb35a3b8aa93528c2850efcf441547095ddb862683a91cc6.mp3,Ostschweiz,Vorweg wende ich mich mit zwei Sachen an Sie.,foɾvek vɛndə ɪç mɪç mɪt tsvaɪ zaxən an zi,gantsɑmɑfɑn kʊm mi tsvaɪzaxə tsu inə,ɡants am anfaŋ kɔmə ɪç mɪt tsvaɪ zaxən tsu inən
0bda2f56-850b-4930-9370-89ba5bb5e80a/13c26b494cf802ee00ac88ba0d6dbb7e7a6f68afc99bfd6781d58a173034e07a.mp3,Ostschweiz,Danke für deine Begeisterungsfähigkeit und deine Kameradschaft.,daŋkə fyɾ daɪnə bəɡaɪsterʊŋsfɛɪçkaɪt ʊnt daɪnə kɑmerɑdʃaft,daɪçrə fɛɾ di ni vigaɪʃtɾɪçz vɛlkrəɪtənt di ne gəramərɑtʃaft,daŋkə fyɾ daɪnə bəɡaɪsterʊŋsfɛɪçkaɪt ʊnt daɪnə kɑmerɑtʃaft
684dd9cf-2844-407b-9a7f-12e7b559773f/aa72fe806decaa434b8bacfa0e69ec5733c2db034e4d1921125e039ef5290898.mp3,Ostschweiz,Der Sachschaden wird auf 10 000 Franken geschätzt.,dɛɾ zaxʃɑdən vɪɾt aʊf tsen taʊzənt fraŋkən ɡəʃɛtst,tsɛn zaxʃɑdɛ viɾt ux tsɛtuzɪk françɪgʃɛtst,dɛɾ zaxʃɑdən vɪɾt aʊf tsen taʊzənt fraŋkən ɡəʃɛtst
248e0121-1803-4980-a746-17ffbd799791/785118136455651d8e19eab2f877b5c42ecbc7653dfc04c62d6f774b308d0cd6.mp3,Ostschweiz,"In der Kasse befinden sich derzeit noch 1,3 Millionen.",ɪn dɛɾ kasə bəfɪndən zɪç dɛɾtsaɪt nɔx aɪns dɾaɪ mɪljonən,ɪtə kɾɑsə bəfɛndə tsix ritst no haɪs kɑmətrø milionə,ɪn den kasən bəfɪndən zɪç jɛtst nɔx aɪns dɾaɪ mɪo fraŋkən
72911186-8b0e-4c0b-af3d-4d8765072930/ba0d351ef84600a4343f13899704159baa5639c02db46e4cd0e3c3b7ba256212.mp3,Ostschweiz,Der Fahrer konnte später in Basel angehalten werden.,dɛɾ fɑrɜ kɔntə ʃpɛtɜ ɪn bɑzəl anɡəhaltən vɛɾdən,ɪn fɑrə hɛɾ ɛt ʃpɑɾt em bɑsəl xɔnə akantə vɛldə,dɛɾ fɑrɜ kɔntə ʃpɛtɜ ɪn bɑzəl anɡəhaltən vɛɾdən
