path,dialect_region,sentence,transcription
887b50f8-215b-4a1d-8f32-13516da6506f/86c3f418d33dea326c2e010bbe7f7ee3e26cc0c82f9e3c13fd950ee152a27804.mp3,Bern,Hier sehen Sie das Video in voller Länge., Hier seht ihr das Video in der folgenden Länge.
ba118975-5963-4495-927a-a78d19dd98c1/5074cadf27721bab966df476fd62f675124efdc76aa2ba53a5521cba22e9d154.mp3,Bern,Und die meisten kennen das natürlich., Und die meisten können das natürlich.
ba118975-5963-4495-927a-a78d19dd98c1/38e66016f75876ef31aa1a5b3da58baa7fee37520ed0aff6510f6f78e472b388.mp3,Bern,Eine Mannschaft dürfte nur ein bestimmtes Kontingent an ausländischen Spielern besitzen., Die Mannschaft darf nochmals bestimmt das Kontingent der ausländischen Spiele setzen.
887b50f8-215b-4a1d-8f32-13516da6506f/713edefe010c7d62154054f1e19327f2a282a8955a0afe5218cb6b4cffa61c56.mp3,Bern,Sie konnten sie nicht mehr retten., Sie konnten sich nicht mehr retten.
414a33bb-a9bc-453e-b053-f6eec5383339/405b65d4a15b088e9921ee0a332ad58bb127840d828f5034f41c48ef4e7bff25.mp3,Bern,"Dieses wird, soweit notwendig, mit den Nutzerinnen und Nutzern abgestimmt."," Das wird, soweit notwendig, mit den Nutzerinnen und Nutzern abgestimmt."
414a33bb-a9bc-453e-b053-f6eec5383339/d3f70a7630db68b43a93fd265256eb7d82be1ccd3202a9f208bd9486ae19fdc7.mp3,Bern,Was erwarten Sie von den Olympischen Spielen?, Was erwarten Sie von den Olympischen Spielen?
d9b44aee-da3d-42c8-8ad1-d1029767f05a/b33927cb5dc1284799b7b3af1c76279a8331d3e722e605bfd2ae685b2c08c878.mp3,Bern,Zur Frage des Referendums werden wir beim entsprechenden Antrag Stellung nehmen., Zur Frage vom Referendum werden wir eine entsprechende Antragstellung einnehmen.
887b50f8-215b-4a1d-8f32-13516da6506f/64b3d50724e76021ff73d939d3b04be3394370cc93dfceb629cfc49518a8e270.mp3,Bern,Gebremst wird mit dem Fuss., Bremsen wird mit dem Fuss.
c4ad3aa5-c80d-4871-991b-53cfbfcf0e02/699006f005c3b937ebf5d583292c2042555fcf7eb831c8a9633a191c46af4d78.mp3,Bern,In Bezug auf das Immunsystem unterscheiden sich Freunde sogar stärker., Im Bezug auf das Immunsystem unterscheiden sich die Freunde sogar stärker.
24f85b05-10f3-49f3-bfd0-273120e750cb/564b27528d6a4e65d147e7977bce7face1b53f0fae7d149c24103a165bd28189.mp3,Bern,So steht neben der neuen Küche ein ganz besonderer Tisch., So steht neben der neuen Küche ein ganz besonderer Tisch.
7ca44480-9007-4c1c-8046-aade3c4e6a87/f625ce10873b3b310e11aec3fa4d1fb34569fb2ecc5c3a8c32570ce5ecf20ede.mp3,Bern,Ansonsten liefen die Geschäfte von Goldman Sachs besser als erwartet.," Ich habe gesehen, dass man sich mit diesem Schaffer besser gelaufen hat als erwartet."
414a33bb-a9bc-453e-b053-f6eec5383339/e8b37a50d64ee614175023d32a242d45af5bb78383adeec956895c686871df8c.mp3,Bern,Genau das ist doch das Problem der Opposition!, Genau das ist doch das Problem der Opposition.
414a33bb-a9bc-453e-b053-f6eec5383339/9c8136b97326179c6e8d8e2c99cd78e5b701bba15b50f9364b97448e02f6f994.mp3,Bern,Denn die richtige Dosierung sei schwierig., Denn die richtige Dosierung sei schwierig.
2a4acb33-759e-411f-bbd0-2470080758fb/b7d62bfb805d061d42f6091d6277407f4dfb527ae7923fcfc3cab9fdb1d23eb7.mp3,Bern,Sie hat alle Büromöbel mitgenommen und hat sich an der Landstrasse eingerichtet., Sie hat alle Büromebel mitgenommen und hat sich an der Landstrasse eingerichtet.
5609818f-5aad-4095-9103-18dde010898e/f196bd0940a50a9eb730d2c9f02ace8e2d9e225bee5a5d2302ce7b471206b092.mp3,Bern,"Es würde aufgezeigt, was für Angebote altersgereicht für die Kinder vorhanden sind."," Es wird aufgezeigt, welche altersgerechten Angebote für die Kinder vorhanden sind."
c4ad3aa5-c80d-4871-991b-53cfbfcf0e02/432108ba7055e4d2b794cddd6e5ef3478f96e4232d22b0ea873a8742f0c0f221.mp3,Bern,Wir dürfen uns nicht länger von ihnen vorführen lassen., Wir dürfen nicht länger vor ihnen aufhören.
414a33bb-a9bc-453e-b053-f6eec5383339/c318f02b340298f8d7ebd0ee47632953520be3629d813aac163921e5b160ed19.mp3,Bern,Im vierten Umgang nahm wieder alles den normalen Lauf., Im vierten Umgang hat alles wieder den normalen Lauf genommen.
887b50f8-215b-4a1d-8f32-13516da6506f/70f145fba45d186a4c2c7c553518c0beeb43c1f5ca4e67a587e604d227a61fa6.mp3,Bern,Einfach nur im Formular unten eintragen., Einfach nur im Formular unten eintragen.
5609818f-5aad-4095-9103-18dde010898e/a5f655a8ec2e4d59c361ef1e89773950a6c3ee24320c169c6a9090955b009014.mp3,Bern,Doch ihre wahre Liebe galt dem Chanson., Aber ihre wahre Liebe gilt am Chancel.
887b50f8-215b-4a1d-8f32-13516da6506f/6ab7c208eef2f2d033d50813ddc3f38fc513d5841cb75c57acc95be8fa02386d.mp3,Bern,Er zog den Fall weiter., Er hat den Fall weitergezogen.
5d11c47c-adde-473c-b5e1-e2a913698d87/c1f2ea505f96b0fc0b9d9c5b7a936bc1edda3f5e002f295bea3346090189784e.mp3,Bern,Das erscheint auf den ersten Blick widersprüchlich., Das erscheint auf den ersten Blick widersprüchlich.
ba118975-5963-4495-927a-a78d19dd98c1/52ba8bd1097ebc22acac15529e55e50ceab2334a70ef4b4c36ef483548468526.mp3,Bern,Drängen wollen die Ärzte niemanden., Drangerei darf nicht mehr.
7ca44480-9007-4c1c-8046-aade3c4e6a87/f4f22f6e8d70f797896005ba963ba4b288897a7f06e76f90228974331e51a57d.mp3,Bern,Man sieht ihr die 46 Jahre nicht an., etc. die Sache ist jetzt klar mit an.
414a33bb-a9bc-453e-b053-f6eec5383339/a5b8f3b33650cb5bca0f16ee516694de2189723acbda74e257415589f8fbdd58.mp3,Bern,Im Fussball gibt es immer etwas Neues zu erzählen., Im Fussball gibt es immer etwas Neues zu erzählen.
887b50f8-215b-4a1d-8f32-13516da6506f/825ddf6676e6dffede4c0bb42a5a8fae56c73b080dbe38296c0fe79b20dcd44e.mp3,Bern,Dies sind alles keine neuen Erkenntnisse., Das sind alles keine neuen Erkenntnisse.
887b50f8-215b-4a1d-8f32-13516da6506f/7e23cf5f43ee8ebc6a85e84b317ef932de8cdc02dfdd5b276b003bcd15288d55.mp3,Bern,Doch der anstehende Wahlkampf macht auch vor alten Gleisen nicht halt., Doch der anstehende Wahlkampf macht auch vor alten Gleisen nicht halt.
5609818f-5aad-4095-9103-18dde010898e/6ba105366486664b4f031c422d5816c89e55b2802a7b3427862c3f3a2bc65663.mp3,Bern,Deshalb investiert man vielleicht besser in eines der stärkeren Triebwerke., Deshalb würde man vielleicht besser in ein stärkeres Treibwerk investieren.
414a33bb-a9bc-453e-b053-f6eec5383339/341c6f948224ce4de1c6f17ea6bbc5e7f398dccdf19fa65574bb2c2712ea6b43.mp3,Bern,"Ich möchte es nciht verantworten müssen, wenn sich dort ein Unfall ereignet."," Ich möchte es nicht verantworten müssen, wenn sich dort ein Unfall ereignet."
5609818f-5aad-4095-9103-18dde010898e/9880bac5b0ab629a1b05a501fb60ee978a39d805fe073046409ddfac23a581cb.mp3,Bern,Herausfordern sollte man dies aber nicht., Herausforderen sollte man dies aber nicht.
7ca44480-9007-4c1c-8046-aade3c4e6a87/eb88f64d9a602d0a4f5c020e7dda021ab1d3ca963fc67875a78e24e14da27928.mp3,Bern,Doch der aktuelle US-Präsident Donald Trump kündigte dieses bekanntlich auf., Aber der aktuelle Westpräsident Donald Trump hat das bekanntlich geändert.
5609818f-5aad-4095-9103-18dde010898e/3b2fed909e583240377991a02635b58022fc4aeae665e88f5283376d0778fbb8.mp3,Bern,Der Stadtrat unterbreitet uns das Geschäft als reines Immobiliengeschäft., Der Stadtrat unterbreitet uns das Geschäft als reines Immobiliengeschäft.
414a33bb-a9bc-453e-b053-f6eec5383339/c096ec1ae599b5b65e7f2c71e4a1e94f890163a3347a28e560b31be3c3c811fc.mp3,Bern,Gemeinsam mit dir trauern wir um deine Tochter., Gemeinsam mit dir trauern wir um deine Tochter.
5609818f-5aad-4095-9103-18dde010898e/aef5c0a70972c6e91cc94317cd582407b881d3f600bf3fe383c1967367343967.mp3,Bern,Der Luzerner ist im ganzen AMG-Team der einzige Schweizer., Der Luzerner ist im einzigen AMG-Team der einzige Schweizer.
0497b106-6644-42ce-b99e-57f9a6c7fc81/5ee1654cd831dd41286c1b59b8b8c175aecf70cd68231e2c6c50fdda17bfb868.mp3,Bern,Auch zum Gesundheitszustand ihres Vater äussert sie sich., Auch zum Gesundheitszustand von ihrem Vater hat sie sich nicht geäussert.
2a4acb33-759e-411f-bbd0-2470080758fb/8f527e402b082239303991edb3d2adc2e51e3cf1c8f9dc5b457834e8d4d77ad2.mp3,Bern,Wie lange genügt das Lithium für die Batterien., Wie lange genügt das Lithium für die Batterie?
0497b106-6644-42ce-b99e-57f9a6c7fc81/a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115.mp3,Bern,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker., Planen zählen laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker.
5d11c47c-adde-473c-b5e1-e2a913698d87/7e8e838fd566bf219bae2531fffd917aaf1f4550a83ad3a5c7001f0135ed9aa2.mp3,Bern,Es lässt sich nicht reproduzieren., Es lässt sich nicht reproduzieren.
24f85b05-10f3-49f3-bfd0-273120e750cb/77f495c7339ab733d697f266a5ee0ab5ab18c8786aebde0ed0999551f2be224a.mp3,Bern,Nach dieser doch einleuchtenden Logik haben wir ein fantastisches Jahr hinter uns., Nach dieser doch einleuchtenden Logik haben wir ein fantastisches Jahr hinter uns.
0497b106-6644-42ce-b99e-57f9a6c7fc81/d873097796cdfcf2855d603323bcfb8361fa7af7926f8ba5a9f9d43da431e4e0.mp3,Bern,Es ist ein in Entstehung und Vollendung wunderbarer Treffer., Es ist einer in der Entstehung und Vollendung wunderbarer Treffer.
414a33bb-a9bc-453e-b053-f6eec5383339/1e440d401f6d95d7d152d95d35617acce89c7d8f180d5a8bc51927203ff24de4.mp3,Bern,Der Maienzug macht es einem nicht leicht., Der Meilenzug macht es einem nicht leicht.
24f85b05-10f3-49f3-bfd0-273120e750cb/6a36982aa1bba70bc844b7a78dd3d092efc4e2d9c6b63190d994705e06e3ae3e.mp3,Bern,Ford führt den in den USA heimischen Edge in Europa ein., Fort führt der in den USA heimische Edge in Europa ein.
2a4acb33-759e-411f-bbd0-2470080758fb/65388cb19f77c466165de1e012a8b41b1ae3eab01744bb14f1b31b954a5c0033.mp3,Bern,Viele Neuzuzüger lassen daher die Finger davon., Vielen Dank für's Zuschauen!
d9b44aee-da3d-42c8-8ad1-d1029767f05a/c4cc04d573ff31ca0f2624afbebaa9e74819cf20da09ef8b079f92c6fc975113.mp3,Bern,Ausserdem verdienten solche Menschen in der Regel mehr Geld., Ausserdem würde ein solcher Mensch in der Regel mehr Geld verdienen.
887b50f8-215b-4a1d-8f32-13516da6506f/6660c8738049bb509b4e4cb3e3327ef9a77e22cefce91b5055b6718483f1b6cd.mp3,Bern,Im zweiten Teil wurde den Probanden ein ähnliches Quiz vorgesetzt., Im zweiten Teil wurde der Probanden ein ähnliches Quiz vorgesetzt.
ba118975-5963-4495-927a-a78d19dd98c1/460045382b1f5a58f5e37af3945e76d724140fba93027957388a4bef345d1114.mp3,Bern,"Insgesamt muss die UBS gemäss einer Sprecherin 16,6 Millionen Euro bezahlen."," Insgesamt musst du bei uns gemäss Sprecher 16,6 Millionen Euro bezahlen."
24f85b05-10f3-49f3-bfd0-273120e750cb/5628608b567fecb1f60b022e615594f493524d5b43034f023d681edfaee01bfe.mp3,Bern,Bald stand er erneut vor dem Konkurs., Bald ist er erneut vor dem Konkurs gestanden.
ba118975-5963-4495-927a-a78d19dd98c1/3d6b11ee37a77641e803b712d60021a5d09caa5f0c5a7810032532c77a90856d.mp3,Bern,Wohnraum ist wichtig., Wohnraum ist wichtig.
414a33bb-a9bc-453e-b053-f6eec5383339/ee59ddd363a3e3ce1519c328ffe924f831b8c85d1db25b4ad08e61acdc7aee98.mp3,Bern,Es braucht viel mehr Lehrer als geplant., Es braucht viel mehr Lehre als geplant.
0497b106-6644-42ce-b99e-57f9a6c7fc81/db7787c4ac93855c8b8d059a0b0acbb68f46c5d950f179d574b6df804d46de01.mp3,Bern,Er muss auf diesem nun einfach beharrlich bleiben., Er muss auf dem jetzt einfach beharrlich bleiben.
c4ad3aa5-c80d-4871-991b-53cfbfcf0e02/6498c4fd921499ef646d186ef31fd6d5f00504cc8a9953ec95de247b8b3a08eb.mp3,Bern,Im Zentrum von Illinois liegt die Hauptstadt Springfield., Im Zentrum von Illinois liegt die Hauptstadt Springfield.
86c0e008-eebd-44ab-ac69-23706252a2e5/a84d0e593933fcb78f38edd1f1dbe27f1cdd6270705119f78f9cf74b1b36c6d2.mp3,Graubünden,In der Hand fühlt es sich aber um Welten dünner an., In der Hand fühlt es sich aber um Wälder dünner an.
c4f6bcdf-fc02-4fe8-9277-0701cfffebab/d7bba8a46d609a0e05b07fd7b48744195082c31f480fcc8cf7104b83bfe811f8.mp3,Graubünden,Dies war günstig und mit geringen Risiken behaftet., Das war günstig und mit geringem Risiko behaftet.
c4f6bcdf-fc02-4fe8-9277-0701cfffebab/dccbba40ca2eedf246d70ffa875c38039927eb79b4a89d75741a401da9bdb23d.mp3,Graubünden,Sie waren aber für einen Kommentar nicht erreichbar., Sie sind aber für einen Kommentar nicht erreichbar gewesen.
6abc545a-83fe-4348-88d8-dedd19163aed/e5322494ed4803222d91523ebe99dfab90387e79d437accb9cc42410e69ed352.mp3,Graubünden,Bis zum Schluss fehlt es dem Konzert an Intimität., Bis zum Schluss fehlt zum Konzert eine Intimität.
aece75d7-5d2b-47a4-9f87-24962dfd2e38/a44b9dab3f752ac1f522b7b7a308bbbbf235e26b3d3356beed8830f72db3b8d0.mp3,Graubünden,Er habe in der Vergangenheit immer wieder andere Religionen beleidigt., Er hätte in der Vergangenheit immer wieder andere Religionen beleidigt.
d2f85a8f-7c45-48e3-a804-0b192f7f8ad6/377535d8a160824b574efcc63fb05d036403edfb8af774d6d247849aa205024c.mp3,Graubünden,Sondern er will auch technisch neue Standards setzen., sondern er will auch technisch neue Standards setzen.
6abc545a-83fe-4348-88d8-dedd19163aed/86886484f1d412c1afed111c3fb049e76ec901dce23584225de6c4a581bfb601.mp3,Graubünden,Wählen Sie unten Ihren Favoriten., Wählen Sie unten Ihren Favoriten.
e57d636e-47fd-4e1c-bbed-cfa12394aea6/6af949715f57b087916ab9afaa8c84b6c53021af346ca1c9f5f6b84a65d849cd.mp3,Graubünden,Ein weiterer 16-Jähriger wurde damals freigesprochen., Ein weiterer 16-Jähriger wurde damals freigesprochen.
aece75d7-5d2b-47a4-9f87-24962dfd2e38/ba0d351ef84600a4343f13899704159baa5639c02db46e4cd0e3c3b7ba256212.mp3,Graubünden,Der Fahrer konnte später in Basel angehalten werden., Der Pfarrer konnte später in Basel angehalten werden.
549167c0-a10c-4c07-985e-3faa43892711/7f3f5f3ea971cf3daefcabd52cbfa7a39a9193873746994184107c49cb3c303f.mp3,Graubünden,Das ist alles irgendwie nachvollziehbar., Das ist alles irgendwie nachvollziehbar.
031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72/1e6dbd4ed21bc9515623452a3b25fc5d15d3354bac2c2bd7130da110943302b8.mp3,Graubünden,Dann gab es in der Kanalsanierung massive Kostenüberschreitungen., Dann gab es bei der Kanalsanierung massive Kostenüberschreitungen.
ce50fa32-dbc4-4f72-bd5f-5128784a5abc/7127e79d6f91dc4d26d242dd551e272343e85d7bda0724652d7a70126b187e4c.mp3,Graubünden,Liebe Fraktion FDP., Liebe Fraktion FDP
ce50fa32-dbc4-4f72-bd5f-5128784a5abc/71e886299e112de9bc56d651939ee062418600bbd70139b59e7e1921cb276f26.mp3,Graubünden,"Ende des letzten Jahres betrug sie 14,3 Prozent."," Am Ende des letzten Jahres hat sie 14,3% betragen."
e57d636e-47fd-4e1c-bbed-cfa12394aea6/c2336f309d501cb4eade5ff0e5b7211d53e4a5fb4513b8b208c9bad6d2cffae3.mp3,Graubünden,Eine solche Reduktion ist aus unserer Sicht in Aarau beispiellos., Eine solche Reduktion ist aus unserer Sicht in Aarau beispielslos.
ce50fa32-dbc4-4f72-bd5f-5128784a5abc/3a1405987962fc21f932bb2a7cf8d009122dde82d26c9f472898025de2dad1de.mp3,Graubünden,Schliesslich habe man ja eine Vorbildfunktion für die Jungen., Schliesslich haben wir ja eine Vorbildfunktion für die Jungen.
aece75d7-5d2b-47a4-9f87-24962dfd2e38/c45adb2635520360d1f3172cfcb4885e7e332b151f6fa828229642325ef46c7f.mp3,Graubünden,"Zudem sind Einwendungen unentgeltlich, verursachen aber natürlich einen Aufwand.", Zudem sind Einwendungen unentgeltlich und verursachen aber natürlich Aufwand.
6abc545a-83fe-4348-88d8-dedd19163aed/ef1c7bc015a76a2bc783287ec4a8a448ae1593eee0ab44ba8d7ae986aa3807de.mp3,Graubünden,Eine Offenbarung ist Mozarts a-Moll-Sonate und an Intimität kaum zu steigern., Eine Offenbarung ist Mozarts Amulsonate und an Intimität kaum zu steigern.
ce50fa32-dbc4-4f72-bd5f-5128784a5abc/6feede153bf9bc96895f7a91d60446320971697b98dada98a6cdd180a9cc5ab5.mp3,Graubünden,Das Programm besteht schon seit fast 40 Jahren., Das Programm besteht schon seit fast 40 Jahren.
6abc545a-83fe-4348-88d8-dedd19163aed/f10285ac67b3be1c415eb476c385e4bd373ec73506bf3d9e87321795e00b5009.mp3,Graubünden,Wie aber werden sie die Zeit nutzen?, Wie aber werden Sie die Zeit nutzen?
f2feaf58-1285-4fc1-831d-5c1b013b7e0b/fe5a56997494a4e93209a96acde4b1b28b4b19d80a040df91623a08a3f0f0045.mp3,Graubünden,"Ich bitte Sie, die Anträge der FDP und der CVP zu unterstützen."," Ich bitte Sie, die Anträge der FDP und der CVP zu unterstützen."
031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72/36f39935272d52a32138d2c7850dee34bbbaec3dd1953acdf3291b60a8f09c1b.mp3,Graubünden,Der deutsche Rekordmeister musste den 3:2-Sieg bitter bezahlen., Der deutsche Rekordmeister musste 3-2-0 weiter bezahlen.
a92c7f03-74b9-4f95-80b5-a513d0f9ad47/cc68f390a35007e4076586e3de64ab54f4e38c7768d4308f6670ad81c5f41dd8.mp3,Graubünden,Die Siegel-Anbieter lassen sich also nicht in die Karten schauen., Die Siegelanbieter lassen sich also nicht in die Karte schauen.
aece75d7-5d2b-47a4-9f87-24962dfd2e38/b7c899d3acb6d2e03f3fcd239572cf2cdcb3bd40349d52f1c25c5e19abe13f29.mp3,Graubünden,Das ist bei dieser Ausmarchung nicht zulässig., Das ist bei dieser Ausmarschung nicht zulässig.
a92c7f03-74b9-4f95-80b5-a513d0f9ad47/6a7a7afd30d1722d686b8df04d59c4355d4caf405ba300d2a6d9f55941a76a16.mp3,Graubünden,8.645 Millionen Schweizerfranken., 8'645 Millionen Schweizer Franken.
031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72/138adb7f43d69540621686080202158a2b30d76d79a489ca6d7d13ce91403df0.mp3,Graubünden,"Bisherige Betriebe sollen sämtliche Rechte behalten können, auch bei einem Besitzerwechsel."," Bisherige Betriebe sollen sämtliche Rechte behalten können, auch bei einem Besitzerwechsel."
86c0e008-eebd-44ab-ac69-23706252a2e5/9d15b771162216a1272cb9cf4437432f6d61d47b1aed03bdb47395cf4e20a60e.mp3,Graubünden,Zur Budgetrelevanz werde ich mich später durchaus äussern., Zur Budgetrelevanz werde ich mich später durchaus äussern.
aece75d7-5d2b-47a4-9f87-24962dfd2e38/808feef3c5f7f5b31e901c888b9e31c834deac76790bbb13a438983ea0e145b4.mp3,Graubünden,Einerseits der Zeitdruck des Fussballverbandes., Alle Sitzen sind durch den Vorspann verbunden.
d2f85a8f-7c45-48e3-a804-0b192f7f8ad6/66afb6cf192f749cfc47730aa59bc509fa4f8492eac619d87b9b2095ed1b1a72.mp3,Graubünden,Man wird doch wohl noch träumen dürfen., Man wird doch wohl noch träumen dürfen.
a92c7f03-74b9-4f95-80b5-a513d0f9ad47/69b1a7652d2223f34f0079c584ee6b6a253b88a4cfeab55d13c7a87f024696f7.mp3,Graubünden,Wir wollen kein Tor kassieren., Mir wenn Kai Tor kassiere.
86c0e008-eebd-44ab-ac69-23706252a2e5/b7d62bfb805d061d42f6091d6277407f4dfb527ae7923fcfc3cab9fdb1d23eb7.mp3,Graubünden,Sie hat alle Büromöbel mitgenommen und hat sich an der Landstrasse eingerichtet., Sie hat alle Büromöbel mitgenommen und hat sich an der Landstrasse eingerichtet.
d2f85a8f-7c45-48e3-a804-0b192f7f8ad6/4a7ef39252f1baaf54597c9a8d6081535699bbcb279f03056835a9a00471b4a4.mp3,Graubünden,Man darf nicht alles in einen Topf werfen., Man darf nicht alles in einen Topf werfen.
d2f85a8f-7c45-48e3-a804-0b192f7f8ad6/449fc54938e99b4cba9d2a85ad293268913e5597b2188d39775e76e9709ab753.mp3,Graubünden,PG 2 kein weiterer Antrag., PG2 kein weiterer Nachtrag.
aece75d7-5d2b-47a4-9f87-24962dfd2e38/89d0c6c4ecbd1fc4fd406122e299295bc27e4bef24629ce0b5c263fac1e5913c.mp3,Graubünden,Was aber zeichnet die wissenschaftliche Philosophie aus?, Was aber zeichnet die wissenschaftliche Philosophie aus?
031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72/7c0b3a7bd8cb41863493c7dd9b5cee4a441c25a29417293252b036d1dae55b1f.mp3,Graubünden,Es würde das Budget für das Jahr 2019 sprengen., Es würde das Budget für das Jahr 2019 sprengen.
031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72/745dd1e81bbb1af7125f6b634e38255983ad2fa95371e8f1d7841591d5c6cebd.mp3,Graubünden,Er ist überhaupt nicht politisch motiviert., Er ist überhaupt nicht politisch motiviert.
6abc545a-83fe-4348-88d8-dedd19163aed/eeebef1e67ebcf968b6533b9853df941dd976f752e1ebf5b052a0ecbe32eb42d.mp3,Graubünden,"Es wäre vorteilhaft, der ENIWA die Fernwärme abzukaufen, anstatt Gas einzukaufen."," Es wäre vorteilhaft, der Eniva die Fernwärme abzukaufen, statt Gas einzukaufen."
d2f85a8f-7c45-48e3-a804-0b192f7f8ad6/4fff87d43cc4c9271e75223f77ff03f2fee7e5aa8469615a403262bb7867e934.mp3,Graubünden,Wir begrüssen solche direkt demokratischen Engagements und danken Rolf Gutjahr herzlich., Wir begrüssen solche direktdemokratischen Engagements und danken Rolf Gutjahr herzlich.
d2f85a8f-7c45-48e3-a804-0b192f7f8ad6/1e440d401f6d95d7d152d95d35617acce89c7d8f180d5a8bc51927203ff24de4.mp3,Graubünden,Der Maienzug macht es einem nicht leicht., Der Mayenzug macht es einem nicht leicht.
549167c0-a10c-4c07-985e-3faa43892711/fa2f36e1cac42d65da5fa9fb35ec32596ddbbe893b71d0504be7eb764c9032be.mp3,Graubünden,Alles wirkt offiziell und korrekt., Alles wirkt offiziell und korrekt.
aece75d7-5d2b-47a4-9f87-24962dfd2e38/91a26768b8445cbc0bafcc52d231b62d1fc1b1ac94db6e99e2523b61e8e79c69.mp3,Graubünden,Und dass ich es geniessen müsse., Und dass ich es geniessen muss.
aece75d7-5d2b-47a4-9f87-24962dfd2e38/b2e44eb0a9592bff6b6fd52aadc2aefb91601e0d2e6c5d43325ee6773a525f3d.mp3,Graubünden,Das hat mich total begeistert und richtig euphorisch gemacht., Das hat mich total begeistert und völlig euphorisch gemacht.
ce50fa32-dbc4-4f72-bd5f-5128784a5abc/78c4b3eeb90f131dbafdcc07b648906f91825bc393a196bfe41837ea87025eeb.mp3,Graubünden,Vielleicht hat er sich zu dieser Aussage hinreissen lassen., Vielleicht hat er sich zu dieser Aussage einreissen lassen.
031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72/3ee34461d08c549a9823006bbf1bb3ff38880efc1a477c8cdda370a02b3831dc.mp3,Graubünden,Einigkeit ist das Wort der Stunde., Einigkeit ist das Wort der Stunde.
e57d636e-47fd-4e1c-bbed-cfa12394aea6/7ba5dd4b3912e646486f41b3c29dbfcbcd831b2e87de32146d0292aaeff63843.mp3,Graubünden,Bis Mitte Jahr will das Unternehmen die 2-Millionen-Marke knacken., Bis Mitte Jahr will das Unternehmen die 2 Millionen Mark knacken.
f2feaf58-1285-4fc1-831d-5c1b013b7e0b/ee95d3922aa9b567570ee85c3c028e5d0a0750340155b3f48bb33c3f18edefef.mp3,Graubünden,Mit ihm ist sie in die Politik gekommen., Mit ihm kam es in die Politik.
a92c7f03-74b9-4f95-80b5-a513d0f9ad47/b239b328d942ac8184abc2d03421cf783dd82bc906c53fc15d9d06a93c35e3fd.mp3,Graubünden,Hast du das gleiche Kleidungsstück auch mehrfach?, Hast du das gleiche Kleidungsstück auch mehrfach?
031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72/788ab834e491ababd83c0ed45a8b4c1c2525a2433f180a50c8320172cdf3e955.mp3,Graubünden,Weil er Bürger der neutralen Schweiz war., Weil Bürger vor einer neutralen Schweiz waren.
c4f6bcdf-fc02-4fe8-9277-0701cfffebab/d60504319868bf57e7b4bfc9de42258cf24487b658650bd157c85307f56afdb8.mp3,Graubünden,Hier finden Sie alle Fotos., Da finden Sie alle Fotos.
a92c7f03-74b9-4f95-80b5-a513d0f9ad47/a3883ba74b5521cf7555b5f41f84cfab795c72ec6f4f7e1d844da8d73d1f5ed2.mp3,Graubünden,Der E-Airbus wird einen elektrischen Antrieb besitzen., Der e-Airbus wird einen elektrischen Antrieb besitzen.
e57d636e-47fd-4e1c-bbed-cfa12394aea6/674e13468543f9185b4dc4fed79def1b983c8512a6671f22cb4f772260726fd9.mp3,Graubünden,Wie ging das Personal genau vor?, Wie ist das Personal genau vorgegangen?
ce50fa32-dbc4-4f72-bd5f-5128784a5abc/0a37cf73943bf6dd0e609dc39037cdfbdff2ff2aa6854e9cd65db6d25dd38bc3.mp3,Graubünden,"Wir haben Prioritäten gesetzt, da wir aus Kostengründen nicht alles umsetzen können."," Wir haben Prioritäten gesetzt, weil wir aus Kostengründen nicht alles umsetzen können."
d2f85a8f-7c45-48e3-a804-0b192f7f8ad6/4a1f780e03e26225175a8428889722aa530496597f654ee038b729389f9f5ca8.mp3,Graubünden,Am Ende hatte ich etwas Bauchschmerzen., Am Schluss hatte ich ein bisschen Bauchweh.
6516567b-0d9b-4853-880c-d5f0327dd384/ef773b24b44b928cec0285e4917e019e925fd55bce7b3a3632ef57f981bf9561.mp3,Graubünden,So und so ist es richtig., So und so ist es richtig.
d2f85a8f-7c45-48e3-a804-0b192f7f8ad6/5482591ef8f4ae0343b95b05f33a94b00d9cf9ebe385b425949f2cb1f6c5d4e5.mp3,Graubünden,Das hat Juno nun bestätigt., Das hat Juna jetzt bestätigt.
031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72/29b7e920b76317845ca4c9bb8d144d02056a0a91df38d3db186a0a6608a2c963.mp3,Graubünden,"Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.", Vielen Dank für das Votum des Finanzkommissionspräsidenten François Chappot.
86c0e008-eebd-44ab-ac69-23706252a2e5/a1443b6a3da246cb29bac36a10bc9dd03b14817d334eba6deab7d0a73b28638d.mp3,Graubünden,Was war bloss mit ihm los?, Was ist bloß mit ihm los gewesen?
